frame,t,elbow_angle,knee_angle,phase,rep,fps
174,15.26677380000001,,154.17,up,0,14.3
175,15.33932939999977,,152.19,up,0,14.2
176,15.407800799999677,,151.39,up,0,14.3
177,15.477407099999255,,152.72,up,0,14.3
178,15.55331379999916,,153.35,up,0,14.2
179,15.62290369999937,,152.86,up,0,14.2
180,15.693159399999786,,152.89,up,0,14.2
181,15.758558400000766,,151.77,up,0,14.3
182,15.832787699999244,,151.2,up,0,14.2
183,15.898374700000204,,150.78,up,0,14.3
184,15.9685898000007,,150.74,up,0,14.3
185,16.048755699999674,,150.51,up,0,14.1
186,16.110681800000748,,150.51,up,0,14.3
187,16.17044309999983,,151.91,up,0,14.6
188,16.241657399999895,,153.87,up,0,14.5
189,16.327524899999844,,156.17,up,0,14.2
190,16.39494469999954,,159.0,up,0,14.3
191,16.44668459999957,,161.44,up,0,14.8
192,16.515813699999853,,163.39,up,0,14.8
193,16.600311000000147,,164.81,up,0,14.5
194,16.668654099999912,,165.89,up,0,14.5
195,16.745098999999755,,167.17,up,0,14.3
196,16.81767249999939,,168.42,up,0,14.3
197,16.882216800000606,,169.51,up,0,14.4
198,16.957551600000443,,170.39,up,0,14.3
199,17.01535150000018,,171.07,up,0,14.6
200,17.079647900000055,,171.5,up,0,14.7
201,17.153141299999334,,171.76,up,0,14.6
202,17.214981799999805,,171.93,up,0,14.7
203,17.274752799999987,,171.86,up,0,14.9
204,17.343433600000935,,170.59,up,0,14.9
205,17.40741530000014,,168.49,up,0,15.0
206,17.469406500000332,,166.07,up,0,15.1
207,17.53231969999979,,161.06,up,0,15.2
208,17.609936599999855,,155.77,up,0,14.9
209,17.673302999999578,,150.19,up,0,15.0
210,17.73386539999956,,142.75,up,0,15.2
211,17.802998999999545,,135.66,up,0,15.1
212,17.869173400000363,,129.21,up,0,15.1
213,17.936926200000016,,121.41,up,0,15.1
214,18.00748779999958,,114.39,up,0,15.0
215,18.07267580000007,,108.25,up,0,15.0
216,18.137228899999172,,102.38,up,0,15.1
217,18.206283299999996,,97.18,down,0,15.0
218,18.271409299999505,,92.93,down,0,15.0
219,18.336513399999603,,89.34,down,0,15.1
220,18.407319899999493,,86.35,down,0,15.0
221,18.475319400000444,,83.6,down,0,15.0
222,18.565673600000082,,81.74,down,0,14.6
223,18.62644800000089,,80.29,down,0,14.8
224,18.695877800000744,,81.41,down,0,14.7
225,18.768233599999803,,83.49,down,0,14.6
226,18.83778429999984,,87.31,down,0,14.6
227,18.916781899999478,,93.09,down,0,14.4
228,18.97426479999922,,98.81,down,0,14.7
229,19.03539500000079,,104.03,up,0,14.9
230,19.102142100000492,,111.74,up,0,14.9
231,19.16821970000092,,119.46,up,0,14.9
232,19.238510099999985,,126.84,up,0,14.8
233,19.30861360000017,,135.54,up,0,14.8
234,19.376071700000466,,143.61,up,0,14.8
235,19.43808650000028,,150.75,up,0,14.9
236,19.507424600000377,,156.56,up,0,14.9
237,19.579416200000196,,161.23,up,0,14.8
238,19.641272999999273,,164.86,up,0,14.9
239,19.710117399999945,,167.81,up,1,14.9
240,19.78586170000017,,169.89,up,1,14.7
241,19.843876200000523,,171.27,up,1,15.0
242,19.902968300000794,,172.4,up,1,15.2
243,19.977770400000736,,173.44,up,1,15.0
244,20.03821659999994,,174.27,up,1,15.1
245,20.097370900000897,,174.86,up,1,15.3
246,20.166169199999786,,175.5,up,1,15.2
247,20.24063820000083,,175.96,up,1,15.1
248,20.302994400000898,,176.15,up,1,15.2
249,20.370459899999332,,176.06,up,1,15.1
250,20.450903900000412,,175.47,up,1,14.8
251,20.516897299999982,,173.37,up,1,14.9
252,20.576891000000614,,170.3,up,1,15.1
253,20.641421199999968,,166.78,up,1,15.1
254,20.70770099999936,,160.6,up,1,15.1
255,20.781522200000836,,153.78,up,1,14.9
256,20.85303080000085,,147.01,up,1,14.8
257,20.91952979999951,,139.17,up,1,14.9
258,20.98542389999966,,132.05,up,1,14.9
259,21.04242019999947,,125.84,up,1,15.2
260,21.104999200000748,,118.23,up,1,15.2
261,21.176742899999226,,111.23,up,1,15.1
262,21.245494299999336,,105.06,up,1,15.1
263,21.32278960000076,,98.75,down,1,14.8
264,21.401898100000835,,93.38,down,1,14.6
265,21.468994000000748,,88.6,down,1,14.7
266,21.539804199999708,,84.82,down,1,14.6
267,21.606200800000806,,81.78,down,1,14.6
268,21.675438000000213,,80.06,down,1,14.6
269,21.748706300000777,,78.67,down,1,14.5
270,21.820886499999688,,80.24,down,1,14.5
271,21.897213199999896,,83.09,down,1,14.3
272,21.959171000000424,,86.61,down,1,14.5
273,22.01863020000019,,92.47,down,1,14.7
274,22.081672700000126,,98.3,down,1,14.8
275,22.158665400000245,,104.64,up,1,14.7
276,22.218292600000495,,113.37,up,1,14.9
277,22.28266959999928,,121.82,up,1,14.9
278,22.347151800000574,,129.53,up,1,15.0
279,22.418964599999526,,136.53,up,1,14.9
280,22.477193000000625,,144.0,up,1,15.1
281,22.541056100000787,,150.76,up,1,15.2
282,22.62241499999982,,156.49,up,1,14.9
283,22.68274989999918,,161.05,up,1,15.1
284,22.749181700000918,,164.64,up,1,15.1
285,22.828452600000674,,167.43,up,2,14.8
286,22.89953439999954,,169.69,up,2,14.7
287,22.96296380000058,,171.41,up,2,14.8
288,23.025939999999537,,172.79,up,2,14.9
289,23.09502269999939,,173.79,up,2,14.9
290,23.160205000000133,,174.47,up,2,14.9
291,23.22970279999936,,173.58,up,2,14.9
292,23.293475799999214,,171.52,up,2,15.0
293,23.364556500000617,,168.7,up,2,14.9
294,23.432540800000424,,162.12,up,2,14.9
295,23.512204299999212,,155.21,up,2,14.6
296,23.577070600000297,,148.51,up,2,14.7
297,23.639935700000933,,140.35,up,2,14.8
298,23.712421399999585,,132.66,up,2,14.7
299,23.783556399999725,,123.97,up,2,14.7
300,23.847894099999394,,116.35,up,2,14.7
301,23.92017979999946,,109.66,up,2,14.7
302,23.985978000000614,,102.81,up,2,14.7
303,24.043488799999977,,96.63,down,2,15.0
304,24.122343700000783,,91.66,down,2,14.7
305,24.18621600000006,,86.93,down,2,14.8
306,24.254698000000644,,83.3,down,2,14.8
307,24.322850599999583,,80.58,down,2,14.8
308,24.38233460000083,,78.45,down,2,15.0
309,24.442770899999232,,77.74,down,2,15.2
310,24.51041389999955,,77.97,down,2,15.1
311,24.580343400000856,,79.12,down,2,15.0
312,24.638066100000287,,83.61,down,2,15.3
313,24.70476559999952,,88.43,down,2,15.2
314,24.777900700000828,,96.08,down,2,15.1
315,24.84697380000034,,103.85,up,2,15.0
316,24.911482499999693,,110.76,up,2,15.1
317,24.98771510000006,,119.55,up,2,14.9
318,25.06720889999997,,128.12,up,2,14.6
319,25.13356919999933,,135.33,up,2,14.7
320,25.21257390000028,,143.05,up,2,14.5
321,25.2822285000002,,149.88,up,2,14.5
322,25.35240750000048,,155.84,up,2,14.4
323,25.435016800000085,,160.45,up,2,14.2
324,25.50346189999982,,164.12,up,2,14.3
325,25.56952430000092,,167.14,up,2,14.3
326,25.64575700000023,,169.71,up,3,14.2
327,25.707239200000913,,171.65,up,3,14.4
328,25.769896300000255,,173.28,up,3,14.6
329,25.851937600000383,,174.5,up,3,14.3
330,25.920973199999935,,175.6,up,3,14.4
331,25.987832000000708,,176.46,up,3,14.4
332,26.06521260000045,,177.13,up,3,14.3
333,26.130710199999157,,177.6,up,3,14.4
334,26.204636599999503,,177.9,up,3,14.3
335,26.286538099999234,,177.72,up,3,14.1
336,26.369820699999764,,176.76,up,3,13.9
337,26.44765170000028,,175.55,up,3,13.8
338,26.52340980000008,,172.7,up,3,13.7
339,26.594771300000502,,169.44,up,3,13.7
340,26.666073000000324,,164.31,up,3,13.8
341,26.74865099999988,,158.83,up,3,13.6
342,26.814324499999202,,151.62,up,3,13.8
343,26.874905299999227,,144.96,up,3,14.0
344,26.96630980000009,,138.89,up,3,13.7
345,27.050416800000676,,132.31,up,3,13.5
346,27.124703199999203,,126.47,up,3,13.5
347,27.203153200000088,,119.47,up,3,13.5
348,27.283953599999222,,113.28,up,3,13.3
349,27.35816960000011,,107.82,up,3,13.4
350,27.432187399999748,,102.18,up,3,13.4
351,27.501229100000273,,97.22,down,3,13.5
352,27.589396900000793,,92.34,down,3,13.3
353,27.644982899999377,,88.41,down,3,13.7
354,27.709682799999428,,85.23,down,3,13.9
355,27.774757400000453,,82.94,down,3,14.1
356,27.846100599999772,,81.37,down,3,14.1
357,27.915013300000282,,81.22,down,3,14.1
358,27.97128739999971,,81.76,down,3,14.5
359,28.04592330000014,,83.0,down,3,14.4
360,28.102966899999956,,85.24,down,3,14.7
361,28.164228199999343,,89.85,down,3,14.8
362,28.247365700000955,,94.74,down,3,14.6
363,28.30730399999993,,99.58,down,3,14.8
364,28.369103600000017,,107.0,up,3,14.9
365,28.437111900000673,,114.3,up,3,14.9
366,28.514478099999906,,121.46,up,3,14.7
367,28.575484799999685,,129.41,up,3,14.9
368,28.646825199999512,,137.01,up,3,14.8
369,28.71582529999978,,144.67,up,3,14.8
370,28.775320999999167,,151.49,up,3,15.0
371,28.833073499999955,,156.89,up,3,15.2
372,28.909333400000833,,161.43,up,3,15.0
373,28.96765779999987,,164.87,up,3,15.2
374,29.03676070000074,,167.49,up,4,15.1
375,29.12016919999951,,169.68,up,4,14.8
376,29.1911455999998,,171.42,up,4,14.7
377,29.2551655999996,,172.94,up,4,14.8
378,29.319556000000375,,174.13,up,4,14.9
379,29.383734999999433,,175.14,up,4,15.0
380,29.44074189999992,,175.95,up,4,15.2
381,29.516513900000064,,176.68,up,4,15.0
382,29.604357100000925,,177.23,up,4,14.7
383,29.668135500000062,,177.7,up,4,14.8
384,29.736741099999563,,178.02,up,4,14.7
385,29.807296700000734,,178.02,up,4,14.7
386,29.86607600000025,,177.57,up,4,14.9
387,29.933628099999623,,175.82,up,4,14.9
388,30.00639709999996,,173.38,up,4,14.8
389,30.07224970000061,,169.36,up,4,14.8
390,30.14340970000012,,164.87,up,4,14.8
391,30.22002160000011,,160.71,up,4,14.6
392,30.290902099999585,,154.89,up,4,14.5
393,30.35622329999933,,149.23,up,4,14.6
394,30.43009990000064,,143.99,up,4,14.5
395,30.492463399999906,,138.01,up,4,14.7
396,30.552397699999347,,132.41,up,4,14.9
397,30.63224629999968,,127.53,up,4,14.6
398,30.696027300000424,,121.74,up,4,14.7
399,30.766273999999612,,116.31,up,4,14.7
400,30.82566349999979,,110.99,up,4,14.9
401,30.90084679999927,,105.83,up,4,14.7
402,30.967563500000324,,101.63,up,4,14.8
403,31.037082500000906,,98.18,down,4,14.7
404,31.10732260000077,,94.38,down,4,14.7
405,31.164786299999832,,90.87,down,4,14.9
406,31.231842200000756,,87.77,down,4,14.9
407,31.310082399999374,,84.76,down,4,14.7
408,31.375400799999625,,82.19,down,4,14.8
409,31.436903800000437,,80.13,down,4,14.9
410,31.50039900000047,,78.72,down,4,15.0
411,31.573641299999508,,77.72,down,4,14.9
412,31.637839900000472,,78.12,down,4,14.9
413,31.696985000000495,,79.19,down,4,15.1
414,31.774205199999415,,80.59,down,4,14.9
415,31.832544400000188,,82.54,down,4,15.1
416,31.898917399999846,,86.35,down,4,15.1
417,31.97931410000092,,90.56,down,4,14.9
418,32.044154100000014,,96.73,down,4,14.9
419,32.117625700000644,,102.74,up,4,14.8
420,32.19285470000068,,108.49,up,4,14.6
421,32.258368799999516,,116.59,up,4,14.7
422,32.32003210000039,,124.34,up,4,14.9
423,32.39714009999989,,131.41,up,4,14.7
424,32.460402099999556,,139.19,up,4,14.8
425,32.53997080000045,,145.77,up,4,14.6
426,32.60979310000039,,151.56,up,4,14.5
427,32.67098830000032,,156.98,up,4,14.7
428,32.74261440000009,,161.21,up,4,14.6
429,32.80648049999945,,164.67,up,4,14.7
430,32.86871280000014,,167.69,up,5,14.9
431,32.92796620000081,,169.87,up,5,15.1
432,32.991137200000594,,171.5,up,5,15.2
433,33.063460999999734,,172.8,up,5,15.0
434,33.13825519999955,,173.82,up,5,14.9
435,33.194573599999785,,174.64,up,5,15.1
436,33.2628478000006,,175.29,up,5,15.1
437,33.32592020000084,,175.83,up,5,15.2
438,33.40550160000021,,176.2,up,5,14.9
439,33.48253119999936,,176.4,up,5,14.7
440,33.5371525999999,,176.46,up,5,15.1
441,33.610774999999194,,176.13,up,5,14.9
442,33.675162600000476,,175.3,up,5,15.0
443,33.739044800000556,,173.7,up,5,15.1
444,33.810533199999554,,171.82,up,5,14.9
445,33.87350669999978,,169.4,up,5,15.0
446,33.943432800000664,,166.68,up,5,15.0
447,34.00856890000068,,161.62,up,5,15.0
448,34.07467610000094,,156.1,up,5,15.0
449,34.141306699999404,,150.82,up,5,15.0
450,34.21103249999942,,145.93,up,5,14.9
451,34.273865499999374,,139.83,up,5,15.0
452,34.33757650000007,,134.1,up,5,15.1
453,34.39415370000097,,128.92,up,5,15.4
454,34.45626599999923,,123.58,up,5,15.4
455,34.52334580000024,,118.76,up,5,15.4
456,34.60458339999968,,114.09,up,5,15.1
457,34.66942960000051,,108.99,up,5,15.1
458,34.74763039999925,,104.33,up,5,14.9
459,34.82222840000031,,100.11,up,5,14.7
460,34.8863309999997,,96.49,down,5,14.8
461,34.95882669999992,,93.23,down,5,14.7
462,35.024790600000415,,89.78,down,5,14.8
463,35.086822200000825,,86.91,down,5,14.9
464,35.15268660000038,,84.46,down,5,14.9
465,35.23648680000042,,82.39,down,5,14.6
466,35.29807740000069,,80.73,down,5,14.8
467,35.37096089999977,,79.35,down,5,14.7
468,35.44437950000065,,78.26,down,5,14.6
469,35.507578900000226,,77.93,down,5,14.7
470,35.56843900000058,,78.36,down,5,14.9
471,35.62897150000026,,80.09,down,5,15.0
472,35.699541100000715,,82.39,down,5,15.0
473,35.76365040000019,,85.21,down,5,15.0
474,35.82772300000033,,89.89,down,5,15.1
475,35.91345010000077,,94.19,down,5,14.7
476,35.97506240000075,,98.11,down,5,14.9
477,36.05438139999933,,103.71,up,5,14.7
478,36.133890000000974,,109.79,up,5,14.4
479,36.19818889999988,,117.59,up,5,14.6
480,36.26026289999936,,125.17,up,5,14.7
481,36.33738219999941,,132.14,up,5,14.5
482,36.39610100000027,,139.41,up,5,14.8
483,36.46060910000051,,145.81,up,5,14.9
484,36.527491500000906,,151.63,up,5,14.9
485,36.589022599999225,,157.26,up,5,15.0
486,36.64913239999987,,161.53,up,5,15.2
487,36.70700140000008,,164.86,up,5,15.4
488,36.78397480000058,,167.49,up,6,15.1
489,36.8502411999998,,169.85,up,6,15.1
490,36.923114799999894,,171.6,up,6,15.0
491,36.98706459999994,,172.88,up,6,15.1
492,37.04532149999977,,173.83,up,6,15.3
493,37.101035600000614,,174.64,up,6,15.5
494,37.164574899999934,,175.33,up,6,15.6
495,37.23275739999917,,175.71,up,6,15.5
496,37.28909879999992,,175.92,up,6,15.7
497,37.355159799999456,,176.16,up,6,15.6
498,37.42659889999959,,176.33,up,6,15.5
499,37.4861290000008,,176.42,up,6,15.6
500,37.54915919999985,,176.4,up,6,15.6
501,37.615259700000024,,175.52,up,6,15.6
502,37.67343699999947,,174.31,up,6,15.7
503,37.74172290000024,,172.89,up,6,15.6
504,37.80552820000048,,169.99,up,6,15.6
505,37.87172079999982,,166.75,up,6,15.6
506,37.940026000000216,,162.98,up,6,15.5
507,38.0120893000003,,157.97,up,6,15.3
508,38.086440299999595,,152.47,up,6,15.1
509,38.15577309999935,,147.76,up,6,15.1
510,38.22286650000024,,142.09,up,6,15.1
511,38.292554100000416,,136.73,up,6,15.0
512,38.36172959999931,,132.22,up,6,14.9
513,38.426942599999165,,127.06,up,6,15.0
514,38.502696900000956,,122.35,up,6,14.8
515,38.56722590000027,,117.2,up,6,14.9
516,38.63157809999939,,112.18,up,6,14.9
517,38.70947519999936,,107.78,up,6,14.7
518,38.77223120000053,,104.01,up,6,14.8
519,38.83371889999944,,99.86,down,6,15.0
520,38.896211699999185,,96.09,down,6,15.1
521,38.960499799999525,,92.99,down,6,15.1
522,39.032805000000735,,89.55,down,6,15.0
523,39.10056179999992,,86.52,down,6,15.0
524,39.16529529999934,,84.24,down,6,15.0
525,39.22814570000082,,82.41,down,6,15.1
526,39.291824500000075,,80.83,down,6,15.2
527,39.36923100000058,,79.66,down,6,14.9
528,39.44244660000004,,79.17,down,6,14.8
529,39.51055830000041,,79.22,down,6,14.8
530,39.5881657000009,,79.83,down,6,14.6
531,39.64813449999929,,82.89,down,6,14.8
532,39.70893409999917,,86.63,down,6,15.0
533,39.78657270000076,,91.88,down,6,14.8
534,39.85403589999987,,97.19,down,6,14.8
535,39.920689099999436,,102.35,up,6,14.8
536,40.00187320000077,,109.16,up,6,14.6
537,40.07122039999922,,115.59,up,6,14.5
538,40.13857160000043,,123.61,up,6,14.6
539,40.19860420000077,,131.07,up,6,14.8
540,40.27315730000009,,137.89,up,6,14.6
541,40.34645450000062,,145.46,up,6,14.5
542,40.429458700000396,,152.14,up,6,14.3
543,40.49715710000055,,157.56,up,6,14.3
544,40.57163930000024,,161.74,up,6,14.2
545,40.63509420000082,,165.26,up,6,14.4
546,40.70850860000064,,168.2,up,7,14.3
547,40.76681830000052,,170.42,up,7,14.6
548,40.826924200000576,,172.3,up,7,14.8
549,40.89720699999998,,173.74,up,7,14.8
550,40.96146570000019,,174.85,up,7,14.8
551,41.028789800000595,,175.68,up,7,14.8
552,41.10595029999968,,176.22,up,7,14.6
553,41.17557420000048,,176.62,up,7,14.6
554,41.25409519999994,,176.92,up,7,14.4
555,41.33079960000032,,177.11,up,7,14.3
556,41.3889908000001,,177.23,up,7,14.6
557,41.44504799999959,,177.26,up,7,14.9
558,41.52844759999971,,177.03,up,7,14.6
559,41.588174500000605,,176.53,up,7,14.8
560,41.66116630000033,,175.56,up,7,14.7
561,41.72409920000064,,173.45,up,7,14.8
562,41.79987660000006,,171.0,up,7,14.7
563,41.85059200000069,,168.72,up,7,15.2
564,41.90917780000018,,166.45,up,7,15.4
565,41.976112500000454,,163.06,up,7,15.3
566,42.038044799999625,,159.61,up,7,15.4
567,42.107284300000174,,154.01,up,7,15.3
568,42.18084590000035,,148.41,up,7,15.1
569,42.247774299999946,,143.23,up,7,15.1
570,42.32422620000034,,138.22,up,7,14.9
571,42.40478970000004,,132.48,up,7,14.7
572,42.46742970000014,,127.2,up,7,14.8
573,42.53570760000002,,121.48,up,7,14.8
574,42.62060179999935,,116.26,up,7,14.5
575,42.690307900000334,,111.33,up,7,14.5
576,42.759250000000975,,105.83,up,7,14.5
577,42.84055310000076,,101.2,up,7,14.3
578,42.90169310000056,,96.68,down,7,14.5
579,42.965069899999435,,92.98,down,7,14.6
580,43.02581959999952,,89.95,down,7,14.8
581,43.1045193000009,,87.36,down,7,14.6
582,43.185306800000035,,84.55,down,7,14.4
583,43.263774099999864,,82.24,down,7,14.2
584,43.32738620000055,,80.17,down,7,14.3
585,43.387164499999926,,78.5,down,7,14.6
586,43.46539020000091,,77.44,down,7,14.4
587,43.53843349999988,,77.03,down,7,14.3
588,43.60952349999934,,78.04,down,7,14.3
589,43.66678189999948,,79.67,down,7,14.6
590,43.73043250000046,,81.92,down,7,14.7
591,43.7902138999998,,84.66,down,7,14.9
592,43.847954500000924,,89.22,down,7,15.2
593,43.92570180000075,,94.44,down,7,14.9
594,43.99241830000028,,99.39,down,7,14.9
595,44.053780899999765,,105.81,up,7,15.1
596,44.116161199999624,,112.15,up,7,15.2
597,44.20040340000014,,118.12,up,7,14.8
598,44.26697360000071,,125.24,up,7,14.9
599,44.33463610000035,,132.65,up,7,14.9
600,44.41518209999958,,139.34,up,7,14.6
601,44.47904329999983,,146.25,up,7,14.7
602,44.552332499999466,,152.0,up,7,14.6
603,44.62489119999918,,157.34,up,7,14.5
604,44.682356499999514,,161.43,up,7,14.8
605,44.74203099999977,,165.13,up,7,15.0
606,44.810935999999856,,167.92,up,8,15.0
607,44.87576950000039,,170.1,up,8,15.0
